Sentiment	Text
Positive	"do you remember when Niall sang ""Beautiful Girls"" in his 21st birthday, good times can he just sing that again like can he just do it please"
Positive	Floyd Mayweather says Muhammad Ali is the 5th best boxer of all time http://t.co/8QUo4MK1K2 via @cbssports
Positive	Good morning Dallas! Sunday funday ahead with yoga, brunch and TY KU sake. Who's coming?? http://t.co/N5yUSAjPSb http://t.co/CXboAlLVUR
Positive	@TheJessicaHugh We do too! And tomorrow it National Ice Cream Day, so you are ahead of the game!
Positive	@timneufeld great article on U2's use of the Psalms!  It's great to bring some context to those fans who may not be aware of the background.
Positive	"@VirginRadioTO I will be spending my Friday night listening for Taylor Swifts ""Bad Blood"" on the #1 radio station Virgin Radio 99.9 :)"
Positive	"Tomorrow's Charlie Hebdo:  ""They have weapons. Screw them, we have champagne!""  The spirit of the French is strong. https://t.co/vteMHYnOjY"
Positive	@StuRobson and it has some cracking 3rd party downloadable games too. PS4 is more of a long-term console with OKish games at the mo imo
Positive	Is there anyone out there that wants to go with me to the Kenny Chesney Jason Aldean concert tomorrow for free!?!?!?
Positive	I told mom that when we go to Florida Saturday its gonna be 9 hours of Justin Bieber and Adele...she's just gonna have to deal with it
Positive	U2 tickets for @SSEBelfastArena on sale on Monday. Will be a tough ticket, &amp; will be concert of the year. http://t.co/mYY8XJO8kD #u2Belfast
Positive	People always wanna be the next MJ, the next Rousey, I just wanna be the best me. I may go further than those so why limit myself?
Positive	@JRRestaino I need my baseball fix somehow ;) I saw the Cubbies win their game earlier today( Kris Bryant walkoff HR in the 10th )... :)
Positive	"the ""somebody talk"" in rising sun literally brought Kpop from the brink of death"
Positive	Now today is National Hot Dog Day, and you can also celebrate that here! Can we declare tomorrow Movie Theatre Day? http://t.co/BPJekkENbi
Positive	Could there be anything better to listen to today? George Harrison - Here comes the Sun. #WinterSolstice #music https://t.co/HaAS1uPw9R
Positive	@megan_comstock so how was the unity March I see Chuck Norris was there!
Positive	Ight yall i'll have my PS4 on the 15th
Positive	Tomorrow will be an exciting day at FBC as we celebrate baptism with 4 new Christians! Join us to worship God who saves us in Christ!
Positive	Is it 'OTT' to take a day of annual leave to immerse myself within the first Janet Jackson record in seven years on October 2nd?
Positive	Probably gonna watch Paper Towns next Tuesday since I have to go somewhere and  the ticket is half price ^^
Positive	answered all requests but signing off for the night it is time for Sharknado 3 Oh Hell No! see you all tomorrow
Positive	Also, Sharknado 3 tomorrow! Bring on the campy shark and theme park humor!
Positive	Aim Nation the clan is growing fast! 87 members since launch last Saturday. Plenty of room for more members on PS4 and XB1.
Positive	@kistschtwit Good Luck to Paul Dunne on the Last Day of the British Open Tomorrow. Can he Do It? Hopefully.
Positive	On December 19th I came over to your house, we put on Twilight and slept together on your couch. slept slept, no sex. it was lovely.
Positive	I wanna wake up tomorrow with Dunkin by my bed, that would be the best birthday breakfast ever.
Positive	Tuesday is a great day at Love Life Hot Yoga with great classes to choose from! Breathe. Move. Sweat. at 5:30 (90... http://t.co/v7cW6UiQny
Positive	Why am I just now hearing J Cole and Kendrick tracks Black Friday... Both of them are fire
Positive	Meet J'ason B'ergkamp?   1st reply to T'rumps tweets is  always, magically, him.  FunFact: the bot is from Israel. https://t.co/rXYW2JcrGm
Positive	Over 300 views since Sunday for our Slave Train video thank you all for looking please have a peep Mr Chris Evans #TFI #bestunsignedband
Positive	Tonight going to see Foo Fighters in Concert + Friday Kenney Chesney :))
Positive	Attention 2017 girls! Sleep over at my house this Saturday!!! We will be watching the Katy Perry concert movie 43 times :)
Positive	Congratulations to Ylianna Guerra! 1st runner up @ the Miss USA this past weekend! Photo:Darren Decker,Josh Brasted http://t.co/UhYftP7yAN
Positive	Mr. Murray gave me some really great life advice in the 7th grade and I was too much of a little douchebag to appreciate it.
Positive	On Niall's birthday on Sunday the 13th, we should all tweet a video on why we love and appreciate him. #HappyBirthdayNiall
Positive	1st day after Eid Vacation.  Had a wonderful time all through. It was a bit raining in the evening, but enjoyed... http://t.co/VREQLuMKbf
Positive	It's Saturday!!! Bring on the Foo Fighters tonight!!! https://t.co/4VgTALJRTY
Positive	People need to stop getting so butthurt over the fact joi is getting to see Shawn in October she deserves it so much I'm gonna be happy
Positive	Cate Blanchett is excellent in the movie 'Carol'. Great @nytimes piece in sunday styles.  She pulls it off perfectly.
Positive	Everyone in my feminist studies class was team Nicki AND the Mitski tinydesk was released today WHAT A MONDAY !!!!
Positive	@AJBrooks @SkippingDiva good we too love you back came Monday  night raw soon fan 1 John cena boy friend along  miss love
Positive	it was year 12 character day at school today, so some guy dressed up as john cena. its monday but honESTLY the highlight of my entire week
Positive	A very wonderful and much expected call from the Super Eagles handler Sunday Oliseh, Mikel and Moses don't deserve a call up for now.
Positive	Happy 2nd Birthday Prince George, may your day be filled with fun and puppies! #HappyBirthdayPrinceGeorge http://t.co/LmCSUB2ASK
Positive	just really pumped to get Dunkin tomorrow tbh
Positive	Just watched Sharknado 3 can't wait for the 4th
Positive	Getting @WWE pay-per-view tonight for 1st time in long time. @SummerSlam will be cool.The Undertaker vs Brock Lesnar! http://t.co/4gdLqHmcbt
Positive	I want to spend tomorrow drinking whiskey and listening to Foo Fighters
Positive	Why do I feel like i'm falling in love with Kendrick for a 3rd time? This is weird. The dude just seems so happy and finally at peace.
Positive	It's been a good day.  A busy day. But a good one.  New glasses prescription. Ordering new frames Tuesday. Did some drawing.  NOW YOGA!!!
Positive	@OffsideLiam I'm fucking loving this I hope this drags on all day tomorrow but he will join Real Madrid
Positive	@sinohi1 Meccan Trade and the Rise of Islam is one of the most important books of the 20th c. on this topic.
Positive	Frank Gifford, Dan Dierdorf and Al Michaels formed one the greatest Monday Night Football (#MNF) broadcasting teams.
Positive	@jharrison9292 target acquired, tom brady, thursday night, you get fined, i will start a gofundme page to pay it for you :p &lt;3
Positive	Saturday Night Fever - More Than A Woman (Bee Gees) https://t.co/Z48fZiDFJB via @YouTube Travolta, just Travolta! Wow!
Positive	U2 concerts in Ireland at the end of November possibly?! YESSS! Hope I get tickets! Stuff of dreams to see U2 live. Heroes.
Positive	@marydrover i'm going to try to wake up for Yoga on the Beach tomorrow ^^ It's later on Sundays so I might actually make it...
Positive	TCNJ saw off St. Lawrence yesterday in their 1st Round match 4-1, with two goals from Scognamiglio and a goal each from Curtis and Cummings
Positive	Vote for Zayn under the Most Inspirational UK Asian category by tweeting:   #AUKTop20 @AsiansUK @zaynmalik  Voting ends on September 15th!
Positive	@http_haz at first I was worried about their 5th album without Zayn but if they are all like that, wow.
Positive	Ahh Celebrity Big Brother, Strictly and X Factor love this time of the year https://t.co/OdEp15Y9ZV
Positive	In case anyone asks me tomorrow no I didn't see the VMA's but yes I would vote for Kanye West because of two simple reasons
Positive	@SpandanSadhukh1 Go for Moto G 2nd Gen, amazing Phone with no bugs  http://t.co/IzGHrnYLfT Smooth performance and elegant look
Positive	May as well throw Hulk Hogan in the top 10 too.
Positive	I'm in the south but my greatest desire is to see an end to Boko Haram. May God help our @MBuhari president. @APCNigeria
Positive	@Real_Liam_Payne @NiallOfficial  I hope you saw this Rolling Stone article.  It's amazing!!  See u in Baltimore Sat!  http://t.co/hW26Dj1Ln8
Positive	paul mccartney is coming to detroit and columbus in October!!! does anyone want to go with me??? @deannaniese @deannaniese @MaddyTooman
Positive	Seeing Ant-Man on monday, finally. 9pm showing, so i'll be useless the next day. And I don't care.
Positive	I'm going to see Paper Towns again tomorrow with a friend yay
Positive	Too much partying ...last of lovely visitors are here for another night then I am going to sleep and dream of the Foo Fighters next Saturday
Positive	@aaartley I'll take you for Dunkin or whatever you what soon like Thursday or Wednesday or a day
Positive	Why am I just now finding oht about Black Friday J. Cole and Kendrick Lamar
Positive	Balotelli will be Milan's most important player, for the 2nd half of the season. Remember this.
Positive	@LOulds wwe got best wrestling athletes in every era. you may find awesomeness in The miz,Seth Rollins,sami zayn,wade barrett,sheamus,
Positive	Chris Evans says goodbye to TFI Friday as he moves into Top Gear for new motoring show https://t.co/IcOkMD0PeL https://t.co/Uox99VoElk
Positive	Lovely George Harrison story when he was shown first ever Beatles website. Via @Eamonn_Forde https://t.co/B4bQGcrXH5 https://t.co/lNwtbvhx7t
Positive	@123nitin Go with Moto G 3rd Gen its best in this range :)
Positive	Scott Walker says his actions covered everyone in poverty with Medicaid for first time ever. PolitiFact: Mostly True http://t.co/FVomCnxDNj
Positive	@SkySportsTennis it's why I love tennis. One minute looks like murray is down and out. Next minute anything is possible! C'mon @andy_murray
Positive	1st country in the world to adopt multiculturalism. Here is the country that did it some 2500 years ago ... Iran https://t.co/GIL69Q34xY
Positive	the scenes that involve Ice Cube and Johan Hill in 22nd Jump street are the best. Like literally gets me in tears every time
Positive	Zayn still looks ethereal, the world is still revolving, the sun still shines bright. Nobody cares :) https://t.co/Wdvp0rgUY6
Positive	I didn't know Dean Ambrose can act but #12rounds3lockdown looks amazing can't wait to see it in September
Positive	Anyone else just realize it's National Ice Cream Day and wanna join me in starting our diets tomorrow?
Positive	@TrevorWilliamW_ @AscendMutAnd2K @JAlexander_NFL No he not Kendrick is the best rapper in mainstream right now Black Friday freestyles ex.
Positive	Just really want Dunkin tomorrow
Positive	Get the scoop: July 19 is National Ice Cream Day | WATE 6 On Your Side - http://t.co/uV7CFcdICR
Positive	5.a.m. trolling the Dan Ryan with a HUGE stink face! Why?  #BLACK FRIDAY = Kendrick Lamar +J Cole   Now that was an inspirational moment!
Positive	Review: Motorola G 3rd Gen: With its great camera and funky design, the new Moto G is a fantastic budget smart... http://t.co/Ej5bT7kFjO
Positive	May God bless the people of Israel and keep them safe. https://t.co/ZvC7gHbuXR
Positive	Just got a position M-T weekends off (:  Just need to make sure its all on paper Tuesday when I go in to sign &amp; its all  GUCCI!
Positive	"This was #classic. ""You may have sold your soul to the devil but your ass belongs to Brock Lesnar"" #RAW  , but the undertaker ain't no joke"
Positive	It's been 5 years of one direction, Glozell is gonna be a mom, Calibraska comes out tomorrow... What a good day
Positive	Sweet Jesus, I may just vote for John Kasich. #GOPDebate
Positive	@SonicOnAir please help me get tickets for tomorrow at hard rock. it's my dream to meet shawn!
Positive	Bri and I are going to see Paper Towns tomorrow and my body is ready
Positive	Please God, let Seth Rollins return to the black pants tomorrow night on Raw. Amen. #wwe #SummerSlam #SethRollins
Positive	Jordan Spieth and Dustin Johnson in 2nd, it's a good day
Positive	Rainy weekend helps power surging UK box-office, as Disney scores double with Inside Out and Ant-Man at 1 and 2: http://t.co/BqzCEsDgMZ
Positive	I want Dunkin so bad, I don't think I can wait until tomorrow.
Positive	You look at some people and you see the meaning of Islam. May Allah make us one of them!
Positive	Milan may go back for Porto midfielder Gianelli Imbula. they will try acquire him on loan with option to buy. [#TMW]
Positive	This upcoming Thursday my Patriots are going to smash these Steelers!!! Tom Brady is gonna be angry and he's going to put unreal #s up!!!
Positive	Short drive to work this morning with Bad Blood--Raspberry Beret--Out of Style as my soundtrack.  Tuesday gonna be a good day.
Positive	Saw Paper Towns on Saturday!  Pretty sweet movie - love the casting! https://t.co/J9lvXbn87X
